country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,year
France,"This shows the lean character that comes from the vintage. But it's balanced with juicy black-fruit flavors and soft tannins that are now maturing. This is attractrive for a light, ready-to-drink wine.",,89,74.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Béhèré Courtin 2007  Pauillac,Bordeaux-style Red Blend,Château Béhèré Courtin,2007.0
US,"Soft and mushy in structure, with sweet, pie-filling flavors of berries that have a baked fruit edge, this Zin tastes like it was a victim of hot overripeness.",Destiny Vineyards Reserve,82,75.0,California,Paso Robles,Central Coast,,,Hunt Cellars 2004 Destiny Vineyards Reserve Zinfandel (Paso Robles),Zinfandel,Hunt Cellars,2004.0
South Africa,"This gorgeous Cape blend, made from 30% Pinotage, 31% Syrah, 30% Cab Sauv and 3% Mourvèdre, is ripe and immediately enticing on the nose with aromas of crushed Thin Mint cookies and iris petals mingling perfectly with the blackberry, blueberry and fig fruit core. Well balanced and firmly structured with a spicy, lingering finish.",Three Cape Ladies,91,25.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Warwick 2009 Three Cape Ladies Red (Western Cape),Red Blend,Warwick,2009.0
US,"A deep rose color, this pretty wine seduces with sweet cherry and red plum fruit, rounded out with a dollop of cinnamon spice and buoyed with moderate acidity. Full, forward, flavorful and built for medium-term aging, this should be enjoyed now through 2020.",Lachini Family Estate,92,50.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Lachini 2012 Lachini Family Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Lachini,2012.0
France,"There is something floral and tender, even creamy on the nose. The palate on the one side has a creamy apricot and peach aspect, on the other a totally taut and brisk lemon-lime streak. This makes for tension and interest. This is concentrated and exciting, dry and very, very enjoyable. Drink now through 2025.",Kirchberg de Ribeauvillé Grand Cru,93,37.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Jean Sipp 2013 Kirchberg de Ribeauvillé Grand Cru Riesling (Alsace),Riesling,Domaine Jean Sipp,2013.0
Austria,"An almost tropical hint of passion fruit and mango enters the lemony pepper realms of Grüner: an intriguing variation on this soft, pleasing white.",,88,10.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Lenz Moser 2013 Grüner Veltliner (Niederösterreich),Grüner Veltliner,Lenz Moser,2013.0
France,"Baby powder and carnation grace the ummy peach and strawberry fruit tones in this wine. It's a touch sharp through the close, while mealy fruit dominates the palate.",Pot de Vin Syrah,83,11.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Château Guilhem 2015 Pot de Vin Syrah Rosé (Pays d'Oc),Rosé,Château Guilhem,2015.0
US,Dried herb and wood spice aromas are followed by sappy black fruit flavors backed by a light squeeze of tannins. There's no mistaking the warm vintage it comes from.,The Reserve,90,30.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,14 Hands 2013 The Reserve Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,14 Hands,2013.0
Chile,"Aromas of herbs, spice, tomato and red plum are good but lean. This features a fresh, dry, tomatoey palate and equally dry, peppery flavors of plum and cherry. A lasting finish is bright but light on residual flavors.",Reserva,86,12.0,Maule Valley,,,Michael Schachner,@wineschach,Chilcas 2013 Reserva Pinot Noir (Maule Valley),Pinot Noir,Chilcas,2013.0
France,"This is ripe Chardonnay, maybe missing the more typical minerality but making up for it with the ripe apple and apricot fruits. The wine is now showing some good age while still retaining a fresh character. With its hints of almonds and vanilla, it balances fruit and maturity. Drink now.",Blanc de Blancs Millésime Brut,93,96.0,Champagne,Champagne,,Roger Voss,@vossroger,Jean Laurent 2005 Blanc de Blancs Millésime Brut Chardonnay (Champagne),Chardonnay,Jean Laurent,2005.0
US,"Concentrated boysenberry notes meet with intense aromas of purple flowers, especially lavender, on the nose of this blend of 78% Syrah and 22% Mourvèdre. A zesty acidity and silky tannins present a wide range of flavors on the complex palate, from blackberry and pepper to tarragon, mint and anise.",S&M Caliza Vineyard,93,55.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Brian Benson 2013 S&M Caliza Vineyard Syrah-Mourvèdre (Paso Robles),Syrah-Mourvèdre,Brian Benson,2013.0
US,"Winemaker Bill Brousseau works to restrain the powerful ripeness that can come from one of the more famous vineyards in the appellation. This offers a nose with wound-up cranberry fruit, touches of hibiscus and rosebuds, and chipped-slate aromas. The palate shows juniper and pine-needle spice across a juicy black-cherry and black-plum core, with strong acidity and solid structure extending into a savory finish.",Garys' Vineyard,93,66.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2014 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa,2014.0
Austria,"Soft apple notes play on the subdued palate which holds more fruit than the nose promises. The varietal notes of Sauvignon Blanc are hidden in the predominance of zesty citrus, but they are there. There is pleasing length and steadfast character on this light-bodied wine.",Klausen,90,38.0,Südoststeiermark,,,Anne Krebiehl MW,@AnneInVino,Neumeister 2014 Klausen Sauvignon Blanc (Südoststeiermark),Sauvignon Blanc,Neumeister,2014.0
Italy,"Made with Sangiovese, Merlot and Sagrantino, this opens with subdued, earthy aromas of leafy underbrush, tilled soil, berry and a hint of clove. The palate offers juicy wild cherry, raspberry, nutmeg and white pepper alongside mature and rather fleeting tannins. Drink through 2016.",,87,20.0,Central Italy,Montefalco Rosso,,Kerin O’Keefe,@kerinokeefe,Villa Mora 2010  Montefalco Rosso,Red Blend,Villa Mora,2010.0
Germany,"Apple blossoms perfume pristine lemon, lime and tangerine in this invigorating off-dry Riesling. Vivacious and brisk, it's uncomplicated yet refreshingly thirst quenching. Drink now.",Off-Dry,87,17.0,Mosel,,,Anna Lee C. Iijima,,Bischöfliche Weingüter Trier 2014 Off-Dry Riesling (Mosel),Riesling,Bischöfliche Weingüter Trier,2014.0
US,This lovely effort shows both finesse and generous ripe fruit. A soft smudge of mocha—or maybe halvah—lingers gracefully through a lengthy finish. The complexity and supple integration of fruit and barrel mark this as the best of an excellent lineup from Dominio IV.,Block 36 Willakia Vineyard,92,55.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Dominio IV 2012 Block 36 Willakia Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Dominio IV,2012.0
US,"Off dry and fruity, this simple wine tastes like peach juice, with a bit of citrus. It's pleasant but one-dimensional.",Aromatique,86,15.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Cuckoo's Nest 2014 Aromatique Viognier-Gewürztraminer (Oregon),Viognier-Gewürztraminer,Cuckoo's Nest,2014.0
US,"This is a very rich Chardonnay, bursting with Key lime pie, ripe golden kiwi, pineapple, buttered toast and crème brûlée flavors. That fine, crisp coastal acidity makes it brisk and clean. Drink now.",Reserve,87,19.0,California,Monterey,Central Coast,,,Estancia 2006 Reserve Chardonnay (Monterey),Chardonnay,Estancia,2006.0
Austria,"This is a honeyed wine, full of tropical fruits. It is rich, somewhat heavy and clumsy, but acidity surfaces through the midpalate. It's a wine that can be aged, although ready to drink now.",Trockenbeerenauslese,87,29.0,Burgenland,,,Roger Voss,@vossroger,Rosenhof 2010 Trockenbeerenauslese Welschriesling (Burgenland),Welschriesling,Rosenhof,2010.0
US,"Reduced and extracted, with 10% Syrah blended in, this big-boned wine imparts big tannins around a taste of boysenberry, strawberry and tobacco.",Barrel Select,87,38.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Meeker 2013 Barrel Select Zinfandel (Dry Creek Valley),Zinfandel,Meeker,2013.0
US,"The winery's proprietary block of Zin grapes (planted in 1999) from the coveted Stagecoach Vineyards contributes to an intense wine. Juicy and oaky, it's dense in cherry and plum, a note of lavender and sage complementing the whole. A thick liqueur sense characterizes the texture, but the palate stays alive through the site's rocky minerality. This one'll age.",Stagecoach Vineyards The Biale Block,93,50.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Robert Biale 2012 Stagecoach Vineyards The Biale Block Zinfandel (Napa Valley),Zinfandel,Robert Biale,2012.0
US,"A fabulous Petite Sirah for serious fans of the variety. Shows typically big tannins and high alcohol, with full-bodied, concentrated mountain flavors of blackberries, currants, roasted meat and pepper. Best of all is the balance of its parts, resulting in elegance despite the power.",Madrone Spring Vineyard,93,37.0,California,Rockpile,Sonoma,,,Mauritson 2007 Madrone Spring Vineyard Petite Sirah (Rockpile),Petite Sirah,Mauritson,2007.0
Chile,"Oaky, chemical aromas top generic berry scents. The palate is creamy and grabby, while fake-tasting, candied oak is the dominant flavor. This feels cloying and tastes like vanilla and processed milk chocolate on the finish.",Reserve,82,11.0,Rapel Valley,,,Michael Schachner,@wineschach,PKNT 2012 Reserve Cabernet Sauvignon (Rapel Valley),Cabernet Sauvignon,PKNT,2012.0
Italy,"Aromas of perfumed wild berry, red rose petal, truffle, mint, leather and a balsamic note all waft from the glass. The polished, structured palate delivers juicy red cherry, white pepper, cinnamon-spice and savory herb alongside firm but ripe tannins. Drink through 2024.",Specola,94,89.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Luigi Oddero & Figli 2009 Specola  (Barolo),Nebbiolo,Luigi Oddero & Figli,2009.0
France,"An intense, mineral-driven wine, tasting of the limestone soil as well as very ripe fruit. Great acidity keeps the richness in line, toast offering sweetness. The wine is full-bodied, the flavors going right through to the apple-skin-textured core.",Clos Saint Marc Premier Cru,94,75.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Olivier Leflaive 2009 Clos Saint Marc Premier Cru  (Chassagne-Montrachet),Chardonnay,Olivier Leflaive,2009.0
US,"Lighter in color, high-toned aromas of raspberry and cranberry jam lead to full-bodied jammy, lip-smacking red-fruit flavors with the barrel influence dialed back. It's a spot on example of the variety.",,89,36.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Catman 2015 Zinfandel (Rattlesnake Hills),Zinfandel,Catman,2015.0
US,"This blend of Syrah and several other Rhône varieties is easy to like for its full-bodied flavors of currants, leather and spices. With its grippy tannins, this will pair well with ribs, burgers and tacos.",Blend 4,85,20.0,California,Paso Robles,Central Coast,,,Troublemaker by Austin Hope NV Blend 4 Red (Paso Robles),Rhône-style Red Blend,Troublemaker by Austin Hope,
US,"Tasty and full-bodied, this is a wine you might mistake for a Chateauneuf, with its plummy, blackberry and spice flavors. Heavy for a Pinot, with thick but manageable tannins, but still a good, rich wine.",,88,30.0,California,Redwood Valley,,,,Masút 2001 Pinot Noir (Redwood Valley),Pinot Noir,Masút,2001.0
Argentina,"A solid example of Bonarda in fine but straightforward form. There's a comfortable attack to the palate, with likable plum and blackberry flavors. It goes a long way on the finish, and as a whole it meets or exceeds expectations. Give this a try if you're interested in Argentinean Bonarda.",,87,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Durigutti 2006 Bonarda (Mendoza),Bonarda,Durigutti,2006.0
Spain,"This is a highly unusual blend of Marsellan and Touriga Nacional, and it smells reduced, lemony and like cola and coffee. The mouthfeel is grating, with sandpaper tannins. Odd, herbal, citrusy notes infiltrate core blueberry flavors, while the finish is hard as nails and tannic to an extreme. Only 200 cases made.",El Jefe de la Tribu,84,50.0,Levante,Valencia,,Michael Schachner,@wineschach,Angosto 2012 El Jefe de la Tribu Red (Valencia),Red Blend,Angosto,2012.0
US,"A showcase of Lodi's ability to grow an array of grapes, particularly red varieties, Incognito is an amalgam of Syrah, Carignane, Mourvèdre, Souzão, Tannat, Cinsault, Petite Sirah and Merlot, with flavors ranging from cranberry to chocolate. It's smooth, with medium body and tannic structure.",,85,18.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Incognito 2010 Red (Lodi),Red Blend,Incognito,2010.0
Argentina,"Heavy white-fruit aromas manage to stay fresh, while in the mouth this is ripe and chunky. Flavors suggest melon, creamy oak and banana. The finish is warm and sticky.",1300,84,15.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,Andeluna 2012 1300 Chardonnay (Uco Valley),Chardonnay,Andeluna,2012.0
US,"Contemporary Grenache Blanc expressions lean tight and bright, but this bottling takes an extremely tropical approach, showing honeydew, banana cream and bubblegum on the nose. It's restrained upon first sip before overpowering tropical waves take hold. A well-made wine, it will find fans who crave this flowery style.",,86,28.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Curran 2016 Grenache Blanc (Santa Barbara County),Grenache Blanc,Curran,2016.0
US,"Most of the action is on the outside of this gaudy bottle. However, this light and slightly sweet wine has appley, floral flavors and a soft, easy texture.",,84,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,La Catrina NV Pinot Grigio (California),Pinot Grigio,La Catrina,
Romania,"Another fantastic bargain wine from Cramele Recas, the Dreambird is a delightfully fresh, floral Pinot Grigio that's zesty with lemon and just a hint of steely minerality on the finish. Bright, clean and refreshingly easy quaffing.",Dreambird,88,8.0,Viile Timisului,,,Anna Lee C. Iijima,,Cramele Recas 2012 Dreambird Pinot Grigio (Viile Timisului),Pinot Grigio,Cramele Recas,2012.0
France,"A rich, sweet wine that maintains complete freshness. Pineapple, peach and mango compose the fruit, while the honey and touch of botrytis give the sweetness. It has a refreshing youthful character, but it's going to be a wine to age. Drink from 2017.",Symphonie de Novembre,94,18.0,Southwest France,Jurançon,,Roger Voss,@vossroger,Domaine Cauhapé 2011 Symphonie de Novembre  (Jurançon),Petit Manseng,Domaine Cauhapé,2011.0
